title,make,model,year,condition,transmission,location,price
Toyota Camry 2014 Gray,Toyota,Camry,2014,foreign used,automatic,Jabi,"₦ 14,100,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Gray,Toyota,Camry,,foreign used,automatic,Ojo,"₦ 38,000,000"
Lexus ES 350 FWD 2014 Silver,Lexus,ES,,foreign used,automatic,Ikeja,"₦ 22,000,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,Apapa,"₦ 29,500,000"
New Toyota Land Cruiser Prado 2023 Black,New,Toyota,,new,automatic,Ikeja,"₦ 120,000,000"
Lexus RX 350 AWD 2014 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 30,000,000"
Geely Emgrand EC7 Sedan 1.8 Comfort 2021 White,Geely,Emgrand,,local used,automatic,Lekki,"₦ 13,200,000"
New Toyota Land Cruiser 2024 Black,New,Toyota,,new,automatic,Surulere,"₦ 168,000,000"
Toyota Sequoia 2007 White,Toyota,Sequoia,2007,foreign used,automatic,Apapa,"₦ 12,000,000"
Toyota Sienna 2020 Gray,Toyota,Sienna,2020,foreign used,automatic,Lekki,"₦ 49,000,000"
Mercedes-Benz GLE-Class 2024 White,,,,foreign used,automatic,Lekki,"₦ 270,000,000"
Toyota Corolla 2017 Gray,Toyota,Corolla,2017,foreign used,automatic,Apapa,"₦ 19,800,000"
Toyota Camry 2001 Gold,Toyota,Camry,2001,local used,automatic,Ibadan,"₦ 2,550,000"
Mazda CX-9 Sport 2013 Gray,Mazda,CX-9,,local used,automatic,Yaba,"₦ 10,599,999"
Toyota Sienna XLE 2005 Gray,Toyota,Sienna,,local used,automatic,Alimosho,"₦ 5,000,000"
Toyota Camry L 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry,,foreign used,automatic,Obio-Akpor,"₦ 15,200,000"
Lexus ES 350 2011 Gray,Lexus,ES,,foreign used,automatic,Owerri,"₦ 13,800,000"
Toyota Corolla 2006 Blue,Toyota,Corolla,2006,local used,automatic,Lokogoma,"₦ 5,350,000"
Mercedes-Benz M Class 2015 Black,,,,foreign used,automatic,Apapa,"₦ 24,500,000"
Toyota Corolla 2006 Gray,Toyota,Corolla,2006,local used,automatic,Garki 2,"₦ 5,700,000"
Mercedes-Benz GLC-Class 2018 White,,,,foreign used,automatic,Ikeja,"₦ 40,000,000"
Toyota Camry 2005 Green,Toyota,Camry,2005,local used,automatic,Ogba,"₦ 4,900,000"
Honda Accord 2009 Black,Honda,Accord,2009,local used,automatic,Ibadan,"₦ 4,150,000"
Toyota RAV4 2010 Gray,Toyota,RAV4,2010,local used,automatic,Apo District,"₦ 10,000,000"
Toyota Matrix 2012 Gray,Toyota,Matrix,2012,foreign used,automatic,Ikeja,"₦ 13,000,000"
Mercedes-Benz GLC-Class 2016 Gray,,,,foreign used,automatic,Ajah,"₦ 34,000,000"
Lexus RX 2009 Black,Lexus,RX,2009,foreign used,automatic,Ikeja,"₦ 15,500,000"
Mercedes-Benz M Class 2014 White,,,,foreign used,automatic,Ibadan,"₦ 30,240,000"
Acura MDX 2014 Gray,Acura,MDX,2014,foreign used,automatic,Apapa,"₦ 20,000,000"
Hyundai Sonata 2012 Black,Hyundai,Sonata,2012,local used,automatic,Gwarinpa,"₦ 6,500,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,foreign used,automatic,Ipaja,"₦ 11,500,000"
Lexus RX 450h 3.5 Hybrid AWD 2010 Red,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 18,700,000"
Lexus RX 2010 White,Lexus,RX,2010,foreign used,automatic,Alimosho,"₦ 23,500,000"
Toyota Camry 2011 Blue,Toyota,Camry,2011,local used,automatic,Central Business District,"₦ 8,550,000"
Mercedes-Benz C300 Sport Sedan RWD (2.0L 4cyl 7A) 2017 Black,,,,foreign used,automatic,Isolo,"₦ 24,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2016 Blue,,,,local used,automatic,Agege,"₦ 17,500,000"
Ford Explorer Platinum AWD 2018 Gray,Ford,Explorer,,foreign used,automatic,Lekki,"₦ 38,500,000"
Honda Accord 2.0 i-VTEC 2009 Silver,Honda,Accord,,local used,automatic,Kaduna / Kaduna State,"₦ 5,600,000"
Toyota Highlander 2013 Black,Toyota,Highlander,2013,foreign used,automatic,Amuwo-Odofin,"₦ 21,500,000"
Toyota RAV4 2016 Gray,Toyota,RAV4,2016,foreign used,automatic,Apapa,"₦ 26,000,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,foreign used,automatic,Apapa,"₦ 10,500,000"
Mitsubishi Pajero 2013 Silver,Mitsubishi,Pajero,2013,local used,automatic,Ikeja,"₦ 14,500,000"
Toyota Sienna 2013 Gray,Toyota,Sienna,2013,local used,automatic,Awka,"₦ 7,800,000"
Lexus RX 350 2018 Black,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 46,500,000"
Hyundai Santa Fe SE 2012 Blue,Hyundai,Santa,,foreign used,automatic,Apapa,"₦ 21,000,000"
Toyota Highlander 2010,Toyota,Highlander,2010,local used,automatic,Lekki,"₦ 12,500,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Blue,,,,foreign used,automatic,Surulere,"₦ 42,000,000"
Toyota Highlander Limited 2019 Green,Toyota,Highlander,,foreign used,automatic,Ajah,"₦ 37,000,000"
Mercedes-Benz GLC-Class 2018 Blue,,,,foreign used,automatic,Apapa,"₦ 37,000,000"
Toyota Venza 2010 White,Toyota,Venza,2010,foreign used,automatic,Ado Ekiti,"₦ 18,500,000"
Infiniti FX35 Base 4x4 (3.5L 6cyl 5A) 2005 Silver,Infiniti,FX35,,local used,automatic,Isolo,"₦ 5,950,000"
Toyota Corolla LE CVT 2024 Blue,Toyota,Corolla,,foreign used,automatic,Ibadan,"₦ 37,500,000"
Mercedes-Benz GLC-Class 2018 Gray,,,,local used,automatic,Central Business District,"₦ 29,500,000"
Toyota Avalon 2006 Silver,Toyota,Avalon,2006,local used,automatic,Isolo,"₦ 3,550,000"
Lexus ES 350 FWD 2015 White,Lexus,ES,,foreign used,automatic,Shomolu,"₦ 22,000,000"
Acura MDX 2005 Black,Acura,MDX,2005,foreign used,automatic,Amuwo-Odofin,"₦ 8,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2021 Gold,,,,foreign used,automatic,Ikeja,"₦ 140,000,000"
Mazda CX-9 Grand Touring 2008,Mazda,CX-9,,local used,automatic,Jabi,"₦ 8,000,000"
Mercedes-Benz C300 2015 Black,,,,local used,automatic,Gwarinpa,"₦ 18,000,000"
Toyota Tacoma 2010 Black,Toyota,Tacoma,2010,foreign used,automatic,Apapa,"₦ 20,800,000"
Toyota Land Cruiser 2020 Black,Toyota,Land,,foreign used,automatic,Central Business District,"₦ 95,000,000"
Honda Accord 2.4 Exec Automatic 2007 Black,Honda,Accord,,local used,automatic,Jikwoyi,"₦ 3,200,000"
New Toyota Land Cruiser 2024 White,New,Toyota,,new,manual,Central Business District,"₦ 98,000,000"
New Rolls-Royce Cullinan 2024 Black,New,Rolls-Royce,,new,automatic,Ikoyi,"₦ 175,000,000"
Toyota Camry 2014 Silver,Toyota,Camry,2014,foreign used,automatic,Ikorodu,"₦ 15,500,000"
Honda Accord Sedan EX Automatic 2010 Black,Honda,Accord,,local used,automatic,Ikotun/Igando,"₦ 4,800,000"
Toyota Tundra 2014 Brown,Toyota,Tundra,2014,foreign used,automatic,Apapa,"₦ 45,000,000"
Honda Accord 2005,Honda,Accord,2005,local used,automatic,Kaduna / Kaduna State,"₦ 3,700,000"
Lexus RX 330 2006 Gray,Lexus,RX,,foreign used,automatic,Alimosho,"₦ 12,700,000"
Toyota Tundra 2023 Brown,Toyota,Tundra,2023,foreign used,automatic,Lekki,"₦ 183,000,000"
Lexus IS 250 2009 Silver,Lexus,IS,,foreign used,automatic,Amuwo-Odofin,"₦ 12,500,000"
Peugeot 207 2007 Blue,Peugeot,207,2007,local used,manual,Garki 2,"₦ 3,850,000"
Hyundai Sonata 2013 Silver,Hyundai,Sonata,2013,foreign used,automatic,Ajah,"₦ 11,550,000"
Toyota RAV4 2011 Black,Toyota,RAV4,2011,local used,automatic,Surulere,"₦ 8,850,000"
Mercedes-Benz GL-Class GL 450 2013 Black,,,,local used,automatic,Lekki,"₦ 17,500,000"
Honda Accord EX-L 4dr Sedan (2.4L 4cyl CVT) 2014 Gray,Honda,Accord,,local used,automatic,Gaduwa,"₦ 12,500,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2016 Black,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 34,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Red,Toyota,Camry,,local used,automatic,Ajah,"₦ 6,700,000"
Land Rover Range Rover 5.0L Supercharged 2018 Silver,Land,Rover,,local used,automatic,Lekki,"₦ 65,000,000"
Pontiac Vibe 2010 Blue,Pontiac,Vibe,2010,foreign used,automatic,Amuwo-Odofin,"₦ 10,500,000"
Toyota Avalon 2019 Black,Toyota,Avalon,2019,foreign used,automatic,Central Business District,"₦ 48,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Blue,,,,foreign used,automatic,Agege,"₦ 39,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Red,,,,foreign used,automatic,Apapa,"₦ 17,500,000"
Toyota Land Cruiser Prado 2008 Black,Toyota,Land,,local used,manual,Zaria,"₦ 9,300,000"
Mercedes-Benz GL-Class GL 450 2013 Gray,,,,foreign used,automatic,Ikeja,"₦ 27,000,000"
Toyota RAV4 2016 Silver,Toyota,RAV4,2016,foreign used,automatic,Amuwo-Odofin,"₦ 27,000,000"
Dodge RAM 2021 Black,Dodge,RAM,2021,foreign used,automatic,Central Business District,"₦ 55,000,000"
Toyota Tacoma 4dr Double Cab 2016 Gray,Toyota,Tacoma,,foreign used,manual,Agege,"₦ 36,500,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2013 White,Honda,Accord,,foreign used,automatic,Ogba,"₦ 16,000,000"
Toyota Venza 2011 Gray,Toyota,Venza,2011,local used,automatic,Surulere,"₦ 12,000,000"
Mercedes-Benz C350 2008 Black,,,,foreign used,automatic,Apapa,"₦ 14,500,000"
Lexus GX 2018 White,Lexus,GX,2018,foreign used,automatic,Surulere,"₦ 80,000,000"
Toyota Camry 2012 Red,Toyota,Camry,2012,local used,automatic,Yaba,"₦ 9,300,000"
Toyota Camry 2008 Purple,Toyota,Camry,2008,foreign used,automatic,Apapa,"₦ 11,300,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,Amuwo-Odofin,"₦ 16,500,000"
Mercedes-Benz GLE-Class 2016 Beige,,,,foreign used,automatic,Ikeja,"₦ 43,000,000"
Peugeot 206 2001 Green,Peugeot,206,2001,local used,automatic,Jahi,"₦ 3,200,000"
Porsche Cayenne 2013 Brown,Porsche,Cayenne,2013,foreign used,automatic,Ajah,"₦ 32,800,000"
Mercedes-Benz S-Class S 560 4MATIC (W222) 2019 Black,,,,foreign used,automatic,Gbagada,"₦ 80,000,000"
Honda Accord 2013 White,Honda,Accord,2013,local used,automatic,Agege,"₦ 11,700,000"
Lexus ES 350 2008 Black,Lexus,ES,,foreign used,automatic,Surulere,"₦ 13,800,000"
Hyundai Veloster Turbo 2016 Silver,Hyundai,Veloster,,foreign used,manual,Amuwo-Odofin,"₦ 13,000,000"
Toyota Venza 2014 Red,Toyota,Venza,2014,foreign used,automatic,Isolo,"₦ 18,800,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,Amuwo-Odofin,"₦ 16,500,000"
Toyota Tacoma 2013 Black,Toyota,Tacoma,2013,foreign used,automatic,Ikeja,"₦ 26,500,000"
Mercedes-Benz GLE-Class GLE 350 2018 White,,,,foreign used,automatic,Apapa,"₦ 45,700,000"
Hyundai Sonata Sport 4dr Sedan (2.4L 4cyl 6A) 2015 Brown,Hyundai,Sonata,,foreign used,automatic,Ibadan,"₦ 14,800,000"
Hyundai Elantra GLS Sedan FWD (1.8L 4cyl 6A) 2013 Black,Hyundai,Elantra,,foreign used,automatic,Ogba,"₦ 11,800,000"
Hyundai Santa Fe Limited 4dr SUV AWD (3.3L 6cyl 6A) 2014 Black,Hyundai,Santa,,local used,automatic,Ojodu,"₦ 15,000,000"
Lexus RX 350 4x4 2007 Gold,Lexus,RX,,foreign used,automatic,Ogba,"₦ 12,800,000"
Lexus ES 2015 Red,Lexus,ES,2015,foreign used,automatic,Garki 2,"₦ 28,500,000"
Honda CR-V EX 4dr SUV AWD (2.4L 4cyl 5A) 2013 Black,Honda,CR-V,,local used,automatic,Central Business District,"₦ 11,500,000"
Lexus ES 2003 Gold,Lexus,ES,2003,foreign used,automatic,Sagamu,"₦ 4,600,000"
Toyota Camry 2016 Black,Toyota,Camry,2016,foreign used,automatic,Ikorodu,"₦ 17,250,000"
Toyota RAV4 2007 Blue,Toyota,RAV4,2007,local used,automatic,Alimosho,"₦ 7,920,000"
Honda CR-V Touring 2021 Gray,Honda,CR-V,,foreign used,automatic,Ikeja,"₦ 48,500,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,foreign used,automatic,Apapa,"₦ 22,700,000"
Lexus RX 350 2021 White,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 67,000,000"
Lexus ES 350 2008 Beige,Lexus,ES,,local used,automatic,Agege,"₦ 8,400,000"
Toyota Camry 2005 Gray,Toyota,Camry,2005,local used,automatic,Lokogoma,"₦ 4,850,000"
Toyota RAV4 2002 Green,Toyota,RAV4,2002,local used,automatic,Ifako-Ijaiye,"₦ 2,800,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,Port-Harcourt,"₦ 7,000,000"
Honda Accord Sedan EX-L V-6 2011 Silver,Honda,Accord,,local used,automatic,Bwari,"₦ 7,100,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,local used,automatic,Isolo,"₦ 22,500,000"
Toyota Corolla 2012 Silver,Toyota,Corolla,2012,foreign used,automatic,Ogudu,"₦ 13,000,000"
Toyota Sienna XLE 7 Passenger 2012 Green,Toyota,Sienna,,foreign used,automatic,Amuwo-Odofin,"₦ 17,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2003 Gray,Toyota,Camry,,local used,automatic,Abule Egba,"₦ 4,800,000"
Hyundai Elantra 1.6 Automatic 2009 Black,Hyundai,Elantra,,local used,automatic,Port-Harcourt,"₦ 5,500,000"
Toyota Camry 2022 Gold,Toyota,Camry,2022,foreign used,automatic,Garki 1,"₦ 75,000,000"
Toyota Camry 2016 Gray,Toyota,Camry,2016,foreign used,automatic,Amuwo-Odofin,"₦ 22,000,000"
Toyota Sequoia 2015 Black,Toyota,Sequoia,2015,foreign used,automatic,Apapa,"₦ 31,500,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Blue,,,,local used,automatic,Lekki,"₦ 34,350,000"
Acura MDX 2015 Gray,Acura,MDX,2015,foreign used,automatic,Apapa,"₦ 19,800,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2006 Burgundy,Toyota,Camry,,local used,automatic,Ogba,"₦ 6,000,000"
Toyota Camry 2015 Gray,Toyota,Camry,2015,foreign used,automatic,Amuwo-Odofin,"₦ 23,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 Black,,,,foreign used,automatic,Ikeja,"₦ 25,000,000"
Peugeot 807 2.0 Family 2007 Black,Peugeot,807,,local used,manual,Central Business District,"₦ 7,000,000"
Lexus GX 470 Sport Utility 2006 Blue,Lexus,GX,,local used,automatic,Port-Harcourt,"₦ 12,400,000"
Toyota Highlander 2008 Silver,Toyota,Highlander,2008,foreign used,automatic,Apapa,"₦ 19,000,000"
Lexus RX 350 F Sport AWD 2017 Gray,Lexus,RX,,foreign used,automatic,Ikoyi,"₦ 62,000,000"
Toyota Sienna LE AWD 2005 Gray,Toyota,Sienna,,foreign used,automatic,Isolo,"₦ 9,700,000"
Lexus ES 350 2007 Blue,Lexus,ES,,foreign used,automatic,Surulere,"₦ 13,250,000"
Toyota Highlander Limited 3.5l 4WD 2013 White,Toyota,Highlander,,local used,automatic,Surulere,"₦ 17,200,000"
Lexus GX 2008 Black,Lexus,GX,2008,foreign used,automatic,Apapa,"₦ 20,000,000"
Toyota Corolla 2015 Gold,Toyota,Corolla,2015,foreign used,automatic,Amuwo-Odofin,"₦ 16,500,000"
Lexus RX 350 AWD 2014 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 26,000,000"
Toyota Venza LE 4dr Wagon (2.7L 4cyl 6A) 2014 Black,Toyota,Venza,,foreign used,automatic,Jabi,"₦ 19,000,000"
Dodge Challenger 2015 Black,Dodge,Challenger,2015,foreign used,automatic,Ikeja,"₦ 32,000,000"
Toyota Corolla LE Eco 4dr Sedan (1.8L 4cyl CVT) 2015 Gray,Toyota,Corolla,,foreign used,automatic,Surulere,"₦ 14,000,000"
Mercedes-Benz C300 2015 Blue,,,,foreign used,automatic,Magodo,"₦ 26,800,000"
Toyota Corolla LE 2004 Red,Toyota,Corolla,,local used,automatic,Karu,"₦ 4,400,000"
Volvo S80 2003 Black,Volvo,S80,2003,foreign used,automatic,Apapa,"₦ 5,500,000"
Hyundai Elantra SEL 2024 Black,Hyundai,Elantra,,foreign used,automatic,Gwarinpa,"₦ 39,000,000"
Toyota Corolla SE 2020 Blue,Toyota,Corolla,,foreign used,automatic,Ibadan,"₦ 27,500,000"
Lexus RX 2020 Gray,Lexus,RX,2020,foreign used,automatic,Surulere,"₦ 60,000,000"
Toyota RAV4 2.5 Sport 4x4 2012 Red,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 15,800,000"
Toyota Tacoma 4x4 Double Cab 2008 Blue,Toyota,Tacoma,,foreign used,automatic,Apapa,"₦ 19,000,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata,,foreign used,automatic,Ajah,"₦ 17,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,,,,foreign used,automatic,Gwarinpa,"₦ 17,200,000"
Mercedes-Benz GLK-Class 2013 White,,,,local used,automatic,Kaduna / Kaduna State,"₦ 17,500,000"
Toyota RAV4 XLE AWD 2020 Gray,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 46,000,000"
New Toyota Hilux 2023 White,New,Toyota,,new,automatic,Ikeja,"₦ 220,000,000"
Toyota Sienna XLE Limited 2008 Gray,Toyota,Sienna,,local used,automatic,Ajah,"₦ 6,700,000"
Acura MDX SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A) 2015,Acura,MDX,,foreign used,automatic,Ogba,"₦ 19,500,000"
Lexus RX 350 2024 White,Lexus,RX,,foreign used,automatic,Lekki,"₦ 125,900,000"
Toyota Avensis 1.8 VVT-i 2007 Green,Toyota,Avensis,,foreign used,automatic,Gwarinpa,"₦ 6,800,000"
Lexus ES 350 2010 White,Lexus,ES,,foreign used,automatic,Abule Egba,"₦ 14,950,000"
Lexus ES 350 2008 Black,Lexus,ES,,local used,automatic,Ikeja,"₦ 9,250,000"
Lexus RX 350 2011 Silver,Lexus,RX,,local used,automatic,Lekki,"₦ 17,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry,,local used,automatic,Ikeja,"₦ 11,500,000"
Mercedes-Benz GLS-Class 2021 White,,,,foreign used,automatic,Ojodu,"₦ 152,000,000"
Toyota RAV4 LE 4dr SUV (2.5L 4cyl 6A) 2014 Silver,Toyota,RAV4,,local used,automatic,Alimosho,"₦ 15,100,000"
Lexus RX 350 F SPORT AWD 2013 Black,Lexus,RX,,foreign used,automatic,Magodo,"₦ 31,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2019 Black,,,,foreign used,automatic,Ikeja,"₦ 36,500,000"
Lexus ES 2007 Red,Lexus,ES,2007,local used,automatic,Enugu,"₦ 6,600,000"
Hyundai Sonata GLS 4dr Sedan (2.4L 4cyl 6A) 2014 Black,Hyundai,Sonata,,foreign used,automatic,Gbagada,"₦ 13,500,000"
Mercedes-Benz GLC-Class 2018 White,,,,foreign used,automatic,Apapa,"₦ 42,000,000"
Lexus RX 350 F Sport AWD 2017 Black,Lexus,RX,,foreign used,automatic,Ikeja,"₦ 59,500,000"
Nissan Pathfinder 2014 White,Nissan,Pathfinder,2014,foreign used,automatic,Ajah,"₦ 18,800,000"
Mercedes-Benz GLE-Class 2017 Brown,,,,foreign used,automatic,Asokoro,"₦ 46,000,000"
Ford F-150 2017 Burgundy,Ford,F-150,2017,foreign used,automatic,Lekki,"₦ 50,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 White,,,,foreign used,automatic,Lekki,"₦ 23,200,000"
Acura MDX 2011 Black,Acura,MDX,2011,foreign used,automatic,Apapa,"₦ 13,500,000"
Mercedes-Benz M Class 2015 White,,,,foreign used,automatic,Apapa,"₦ 30,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry,,foreign used,automatic,Amuwo-Odofin,"₦ 14,900,000"
Kia Rio LX 2019 Silver,Kia,Rio,,foreign used,automatic,Ojodu,"₦ 17,800,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 20,500,000"
Mercedes-Benz CLA-Class CLA 250 Sedan 2015 Red,,,,foreign used,automatic,Amuwo-Odofin,"₦ 25,000,000"
Mercedes-Benz M Class 2014 Silver,,,,local used,automatic,Surulere,"₦ 19,750,000"
Lexus RX 2015 Blue,Lexus,RX,2015,local used,automatic,Isolo,"₦ 20,000,000"
Toyota Camry 2007 Gray,Toyota,Camry,2007,local used,automatic,Ojota,"₦ 5,550,000"
Honda Accord Sport 1.5T 2021 Black,Honda,Accord,,foreign used,automatic,Wuse 2,"₦ 33,000,000"
Toyota Sienna CE AWD 2007 White,Toyota,Sienna,,foreign used,automatic,Kosofe,"₦ 10,800,000"
Mercedes-Benz E350 2010 Black,,,,foreign used,automatic,Apapa,"₦ 16,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 White,Toyota,Camry,,foreign used,automatic,Ipaja,"₦ 8,600,000"
Lexus RX 2003 Gray,Lexus,RX,2003,foreign used,automatic,Apapa,"₦ 9,600,000"
Mercedes-Benz GLE-Class GLE 350 2016 Blue,,,,local used,automatic,Garki 2,"₦ 36,000,000"
Acura MDX 2015 Red,Acura,MDX,2015,foreign used,automatic,Amuwo-Odofin,"₦ 36,000,000"
Toyota Highlander 2015 Gray,Toyota,Highlander,2015,foreign used,automatic,Alimosho,"₦ 28,000,000"
Toyota Tundra 2019 Gray,Toyota,Tundra,2019,foreign used,automatic,Central Business District,"₦ 50,000,000"
Toyota RAV4 2013 Black,Toyota,RAV4,2013,foreign used,automatic,Surulere,"₦ 15,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla,,foreign used,automatic,Lagos State,"₦ 11,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 23,800,000"
Mazda CX-9 Sport AWD 2007 Gray,Mazda,CX-9,,local used,automatic,Kubwa,"₦ 6,200,000"
Lexus GX 2011 Blue,Lexus,GX,2011,local used,automatic,Ogba,"₦ 26,500,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,,,,local used,automatic,Ikeja,"₦ 22,000,000"
Toyota Camry 2016 Black,Toyota,Camry,2016,foreign used,automatic,Gwarinpa,"₦ 19,500,000"
Mercedes-Benz G-Class 2019 White,,,,foreign used,automatic,Ajah,"₦ 309,000,000"
Mercedes-Benz M Class ML 350 AWD 4Matic (3.5L V6 7A) 2006 Silver,,,,local used,automatic,Ilorin South,"₦ 9,800,000"
Mercedes-Benz GLE-Class 2017 Red,,,,foreign used,unknown,Amuwo-Odofin,"₦ 49,000,000"
Honda Accord 2014 White,Honda,Accord,2014,local used,automatic,Jabi,"₦ 9,000,000"
Lexus GX 460 Luxury 2017 Black,Lexus,GX,,foreign used,automatic,Ogba,"₦ 60,000,000"
Toyota Corolla 2005 Black,Toyota,Corolla,2005,local used,automatic,Agege,"₦ 4,650,000"
Mercedes-Benz M Class 2014 White,,,,foreign used,automatic,Apapa,"₦ 32,000,000"
Toyota Sienna XLE FWD 8-Passenger 2013 Gray,Toyota,Sienna,,foreign used,automatic,Apapa,"₦ 19,500,000"
Mercedes-Benz E400 2018 White,,,,foreign used,automatic,Maitama,"₦ 57,999,999"
Mercedes-Benz AMG GT 2022 Black,,,,foreign used,automatic,Jahi,"₦ 115,000,000"
Toyota Land Cruiser Prado 2017 Black,Toyota,Land,,local used,automatic,Lekki,"₦ 59,950,000"
Toyota Sienna CE FWD (3.3L V6 5A) 2004 Silver,Toyota,Sienna,,local used,automatic,Ibadan,"₦ 5,500,000"
Toyota Camry 2000 Green,Toyota,Camry,2000,local used,automatic,Osogbo,"₦ 2,550,000"
Mercedes-Benz M Class ML 350 4x2 2013 Gray,,,,foreign used,automatic,Ojodu,"₦ 28,500,000"
Ford Edge 2007 Gray,Ford,Edge,2007,local used,automatic,Port-Harcourt,"₦ 4,950,000"
Chevrolet Tahoe 2010 White,Chevrolet,Tahoe,2010,foreign used,automatic,Nyanya,"₦ 13,999,999"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Blue,Toyota,Corolla,,local used,automatic,Ibadan,"₦ 7,580,000"
Mercedes-Benz GLK-Class 2015 Black,,,,foreign used,automatic,Apapa,"₦ 27,000,000"
Toyota Avalon 2014 Gray,Toyota,Avalon,2014,foreign used,automatic,Apapa,"₦ 24,000,000"
Honda Accord 2014 Gray,Honda,Accord,2014,foreign used,automatic,Ibadan,"₦ 15,950,000"
Mercedes-Benz M Class 2014 White,,,,foreign used,automatic,Apapa,"₦ 30,000,000"
Infiniti QX56 2006 Silver,Infiniti,QX56,2006,local used,automatic,Amuwo-Odofin,"₦ 7,000,000"
Mercedes-Benz C300 Luxury Sedan AWD (3.0L 6cyl 7A) 2009 Black,,,,local used,automatic,Oshimili South,"₦ 9,700,000"
Lexus GX 460 Base 2015 Black,Lexus,GX,,foreign used,automatic,Lekki,"₦ 49,500,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,local used,automatic,Isolo,"₦ 7,344,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,,,,foreign used,automatic,Apapa,"₦ 29,000,000"
Lexus RX 350 2014 Gray,Lexus,RX,,local used,automatic,Ibadan,"₦ 16,200,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2019 Gray,,,,foreign used,automatic,Lekki,"₦ 290,000,000"
Lexus LX 2023 Gray,Lexus,LX,2023,foreign used,automatic,Lekki,"₦ 370,000,000"
Lexus ES 350 2010 Blue,Lexus,ES,,foreign used,automatic,Apapa,"₦ 14,500,000"
Mercedes-Benz G-Class G 500 2021 Black,,,,foreign used,automatic,Central Business District,"₦ 280,000,000"
Toyota Hilux 2021 White,Toyota,Hilux,2021,foreign used,automatic,Ajah,"₦ 68,700,000"
